Ensembl.ID	ENTREZ.ID	GeneSymbol	log2FC	pvalue
ENSG00000244405	2119	ETV5	-0.006870339	0.965793834
ENSG00000244462	10137	RBM12	-0.121582635	0.008317523
ENSG00000244474	54657	UGT1A4	-2.56785298	0.0000309
ENSG00000244476	405754	ERVFRD-1	-0.337492266	0.20511145
ENSG00000244482	79168	LILRA6	1.574082818	0.0000671
ENSG00000244486	91179	SCARF2	0.279457101	0.213442335
ENSG00000244509	27350	APOBEC3C	-0.062962583	0.689632337
ENSG00000244607	152206	CCDC13	0.08648352	0.655297824
ENSG00000244617	151516	ASPRV1	0.063152955	0.652038236
ENSG00000244687	7335	UBE2V1	0.02319824	0.809041549
ENSG00000244693	100142659	CTAGE8	-0.009918546	0.976333703
ENSG00000244731	720	C4A	0.753170801	0.02072048
ENSG00000244734	3043	HBB	0.073871646	0.779722257
ENSG00000244754	10443	N4BP2L2	-0.026039785	0.72323967
ENSG00000245060	729678	LINC00847	-0.031944525	0.77536075
ENSG00000245105	144571	A2M-AS1	-0.022134724	0.909736562
ENSG00000245149	101927612	RNF139-AS1	0.002302323	0.988429393
ENSG00000245164	100130231	LINC00861	0.155748651	0.688421627
ENSG00000245275	386627	SAP30L-AS1	-0.024742201	0.861968505
ENSG00000245532	283131	NEAT1	0.408984365	0.067626073
ENSG00000245573	497258	BDNF-AS	-0.071644752	0.488656409
ENSG00000245680	92285	ZNF585B	-0.162272138	0.039796602
ENSG00000245849	100505648	RAD51-AS1	-0.141251534	0.350737945
ENSG00000245910	641638	SNHG6	-0.034473934	0.726841967
ENSG00000246174	100289388	KCTD21-AS1	0.460541214	0.081092134
ENSG00000246273	283104	SBF2-AS1	-0.315297933	0.006196342
ENSG00000246763	503569	RGMB-AS1	0.188499712	0.270231392
ENSG00000246922	390595	UBAP1L	-0.042395149	0.829896671
ENSG00000246985	144481	SOCS2-AS1	-0.093445372	0.448104235
ENSG00000247077	192111	PGAM5	-0.10286937	0.228992423
ENSG00000247095	100506211	MIR210HG	0.596157795	0.000373263
ENSG00000247240	440288	UBL7-AS1	0.141681238	0.044337133
ENSG00000247271	729013	ZBED5-AS1	-0.083081291	0.307656593
ENSG00000247516	100505738	MIR4458HG	-0.101840677	0.521130318
ENSG00000247556	729082	OIP5-AS1	-0.150300714	0.053770534
ENSG00000247572	100131067	CKMT2-AS1	-0.174895408	0.13264181
ENSG00000247596	11344	TWF2	0.151971939	0.219205331
ENSG00000247626	92935	MARS2	-0.224022132	0.013939267
ENSG00000247708	100507266	STX18-AS1	-0.243577933	0.009259844
ENSG00000247746	158880	USP51	-0.265012909	0.088701236
ENSG00000247774	100233209	PCED1B-AS1	0.34785964	0.246123733
ENSG00000247828	100505894	TMEM161B-AS1	-0.1481182	0.224531039
ENSG00000247950	100533182	SEC24B-AS1	0.01142091	0.931624465
ENSG00000247982	283663	LINC00926	0.090949769	0.793303968
ENSG00000248019	285512	FAM13A-AS1	-0.020540839	0.90929134
ENSG00000248049	550112	UBA6-AS1	-0.043821943	0.566433605
ENSG00000248144	126	ADH1C	-0.091894596	0.72631324
ENSG00000248275	100507602	TRIM52-AS1	-0.182599666	0.148212258
ENSG00000248309	101929423	MEF2C-AS1	-0.031749206	0.90345782
ENSG00000248333	984	CDK11B	0.042066349	0.547321893
ENSG00000248487	25864	ABHD14A	-0.033088138	0.751151422
ENSG00000248508	100131089	SRP14-AS1	-0.157865702	0.190645898
ENSG00000248593	171220	DSTNP2	0.18227192	0.056934504
ENSG00000248712	283152	CCDC153	0.09244541	0.384724162
ENSG00000248866	643783	USP46-AS1	0.002048292	0.979778815
ENSG00000248890	646576	HHIP-AS1	-0.303555732	0.216416047
ENSG00000248905	342184	FMN1	-0.07007857	0.604291084
ENSG00000249115	23354	HAUS5	0.177571435	0.182162979
ENSG00000249201	101928857	CTD-3080P12.3	-1.139162616	0.021185926
ENSG00000249231	643714	CASC16	0.20003335	0.405514898
ENSG00000249242	441027	TMEM150C	-0.002447539	0.987446084
ENSG00000249307	100505875	LINC01088	-0.24596216	0.297369724
ENSG00000249348	100885776	UGDH-AS1	-0.037040274	0.610250764
ENSG00000249395	101805492	CASC9	-0.211190783	0.605203807
ENSG00000249437	4671	NAIP	0.28066473	0.209789052
ENSG00000249459	729288	ZNF286B	-0.344758917	0.005621911
ENSG00000249471	388569	ZNF324B	-0.113269334	0.065953378
ENSG00000249751	641700	ECSCR	0.724654381	0.002761984
ENSG00000249859	5820	PVT1	0.237931169	0.251739028
ENSG00000249915	10016	PDCD6	0.135325116	0.071380994
ENSG00000249948	57733	GBA3	-1.856448235	0.000000342
ENSG00000249992	25907	TMEM158	1.199499154	0.000363086
ENSG00000250067	374887	YJEFN3	-0.06192373	0.809385866
ENSG00000250208	440119	FZD10-AS1	0.134330752	0.581418422
ENSG00000250312	255403	ZNF718	-0.206546035	0.083913887
ENSG00000250317	389203	SMIM20	0.027414059	0.743335954
ENSG00000250479	400916	CHCHD10	-0.119007226	0.473833951
ENSG00000250486	152756	FAM218A	-0.448686963	0.023329439
ENSG00000250510	27239	GPR162	0.394984889	0.046183051
ENSG00000250565	90423	ATP6V1E2	0.147638987	0.318163342
ENSG00000250571	2738	GLI4	0.013729706	0.919770961
ENSG00000250786	100505806	SNHG18	-0.356055548	0.03192586
ENSG00000250959	2749	GLUD1P3	0.055118499	0.678720716
ENSG00000251022	100499177	THAP9-AS1	0.006352737	0.950056047
ENSG00000251192	641339	ZNF674	-0.072794655	0.396740339
ENSG00000251247	25850	ZNF345	-0.185397525	0.10843466
ENSG00000251322	85358	SHANK3	0.524256327	0.011929026
ENSG00000251369	162972	ZNF550	-0.131577274	0.226301295
ENSG00000251474	132241	RPL32P3	-0.088819215	0.519412191
ENSG00000251562	378938	MALAT1	0.10956974	0.54633462
ENSG00000251595	79963	ABCA11P	-0.281491977	0.078076711
ENSG00000251669	348926	FAM86EP	-0.390397368	0.000306789
ENSG00000253159	26025	PCDHGA12	0.499227847	0.052416439
ENSG00000253276	168455	CCDC71L	0.502204319	0.003635811
ENSG00000253293	3206	HOXA10	-0.145035393	0.332897175
ENSG00000253304	399474	TMEM200B	0.236511431	0.279024025
ENSG00000253305	56100	PCDHGB6	-0.085789909	0.601269574
ENSG00000253313	149466	C1orf210	-0.044447706	0.804608894
ENSG00000253352	55000	TUG1	-0.11051593	0.045080031
ENSG00000253368	388610	TRNP1	-0.022256256	0.918497399
ENSG00000253598	347051	SLC10A5	-0.161603468	0.498518691
ENSG00000253626	143244	EIF5AL1	0.230472185	0.23716155
ENSG00000253696	104266957	KBTBD11-OT1	-0.43355549	0.039805194
ENSG00000253710	440138	ALG11	-0.01354412	0.881719016
ENSG00000253719	552889	ATXN7L3B	-0.122366999	0.007115808
ENSG00000253729	5591	PRKDC	-0.181829764	0.039631973
ENSG00000253731	56109	PCDHGA6	-0.111549737	0.58941465
ENSG00000253797	9724	UTP14C	-0.063455433	0.305732906
ENSG00000253846	56106	PCDHGA10	-0.119984608	0.42632747
ENSG00000253910	56103	PCDHGB2	-0.161752766	0.390222439
ENSG00000253958	137075	CLDN23	0.060175828	0.84831741
ENSG00000254004	339324	ZNF260	-0.196102077	0.013375508
ENSG00000254087	4067	LYN	0.589685146	0.000421828
ENSG00000254093	54984	PINX1	-0.154774485	0.101391766
ENSG00000254122	56099	PCDHGB7	0.11083869	0.588901388
ENSG00000254206	728888	NPIPB11	0.058085373	0.724301454
ENSG00000254369	100133311	HOXA-AS3	-0.379424814	0.160514137
ENSG00000254415	100049587	SIGLEC14	0.671906386	0.087636841
ENSG00000254470	91056	AP5B1	0.029392916	0.733396869
ENSG00000254505	29082	CHMP4A	0.025942593	0.877974753
ENSG00000254521	89858	SIGLEC12	0.783352027	0.052481848
ENSG00000254535	132430	PABPC4L	-0.25437364	0.198546713
ENSG00000254598	283106	CSNK2A3	0.05037329	0.750707033
ENSG00000254685	8790	FPGT	-0.013147301	0.871476962
ENSG00000254709	100423062	IGLL5	0.749091146	0.029789926
ENSG00000254726	92312	MEX3A	-0.250466308	0.023008066
ENSG00000254827	5003	SLC22A18AS	-0.097036216	0.640516684
ENSG00000254838	387751	GVINP1	0.087593913	0.727322923
ENSG00000254858	84769	MPV17L2	0.078300771	0.440280023
ENSG00000254860	493900	TMEM9B-AS1	-0.139903493	0.436505597
ENSG00000254911	619383	SCARNA9	-0.030568425	0.888637489
ENSG00000254986	10072	DPP3	0.13827988	0.160435304
ENSG00000254996	404734	ANKHD1-EIF4EBP3	-0.216664252	0.195389619
ENSG00000254999	55845	BRK1	0.036866381	0.422581873
ENSG00000255112	57132	CHMP1B	0.04928077	0.621127197
ENSG00000255150	493861	EID3	0.304567158	0.206932954
ENSG00000255198	735301	SNHG9	0.337763409	0.082889982
ENSG00000255277	730013	ABCC6P2	-0.189365915	0.294421814
ENSG00000255302	23741	EID1	-0.047871793	0.609487742
ENSG00000255330	387104	SOGA3	0.043714566	0.841782658
ENSG00000255398	8843	HCAR3	6.481551415	0.00000000000000000000000000194
ENSG00000255423	55096	EBLN2	-0.174043157	0.384630985
ENSG00000255529	81488	POLR2M	-0.089559856	0.23978766
ENSG00000255559	286103	ZNF252P-AS1	-0.444303607	0.037843632
ENSG00000255561	91893	FDXACB1	-0.163583847	0.049975529
ENSG00000255587	401258	RAB44	0.184170295	0.440375426
ENSG00000255717	23642	SNHG1	-0.083364247	0.53048237
ENSG00000255733	100885789	IFNG-AS1	0.559989751	0.189248567
ENSG00000255737	100130776	AGAP2-AS1	0.562388735	0.001275305
ENSG00000255823	100463486	MTRNR2L8	0.225606123	0.472090569
ENSG00000255833	497189	TIFAB	0.30864851	0.16315915
ENSG00000256043	1519	CTSO	0.108428219	0.209227036
ENSG00000256045	100463488	MTRNR2L10	0.030581654	0.916102085
ENSG00000256087	9668	ZNF432	-0.106486043	0.097640059
ENSG00000256162	100507203	SMLR1	-4.493492823	0.000000000000282
ENSG00000256222	100462983	MTRNR2L3	0.086854494	0.718981999
ENSG00000256223	7556	ZNF10	-0.240643173	0.018678113
ENSG00000256229	90649	ZNF486	-0.080097302	0.576097118
ENSG00000256269	3145	HMBS	0.085276415	0.427646287
ENSG00000256294	7768	ZNF225	-0.16657528	0.027129214
ENSG00000256340	653190	ABCC6P1	0.184730318	0.309749243
ENSG00000256525	11232	POLG2	-0.068734502	0.497457796
ENSG00000256618	100462977	MTRNR2L1	-0.127729611	0.557322989
ENSG00000256628	100009676	ZBTB11-AS1	0.090628765	0.206170892
ENSG00000256683	59348	ZNF350	-0.147660062	0.096646702
ENSG00000256771	56242	ZNF253	-0.19789947	0.020231442
ENSG00000256870	160728	SLC5A8	-0.019152277	0.959834792
ENSG00000257103	26065	LSM14A	-0.057848241	0.162899451
ENSG00000257167	100128191	TMPO-AS1	0.209440296	0.084129655
ENSG00000257218	283459	GATC	-0.064546035	0.357338754
ENSG00000257315	100381270	ZBED6	0.006657432	0.970187484
ENSG00000257335	8972	MGAM	-3.404677119	0.0000000000000169
ENSG00000257365	2342	FNTB	0.048437038	0.507323901
ENSG00000257542	26628	OR7E47P	0.002344743	0.989380729
ENSG00000257594	8693	GALNT4	0.199608744	0.263757078
ENSG00000257702	151534	LBX2-AS1	-0.010001509	0.936508169
ENSG00000257727	10330	CNPY2	-0.015200568	0.869867334
ENSG00000257923	1523	CUX1	-0.013989027	0.831690575
ENSG00000258102	643246	MAP1LC3B2	0.403661207	0.009517094
ENSG00000258227	23601	CLEC5A	2.558645622	0.000000742
ENSG00000258289	91612	CHURC1	-0.015187354	0.864454319
ENSG00000258405	147660	ZNF578	-0.090779324	0.658040532
ENSG00000258441	283624	LINC00641	-0.140339829	0.262272115
ENSG00000258484	246777	SPESP1	-0.12285243	0.724722865
ENSG00000258498	64150	DIO3OS	-0.077044418	0.785426306
ENSG00000258701	196872	LINC00638	-0.067643718	0.705963074
ENSG00000258708	100129794	SLC25A21-AS1	-0.234524323	0.172886438
ENSG00000258791	645687	LINC00520	0.971817257	0.066287486
ENSG00000258839	4157	MC1R	0.015980613	0.929554376
ENSG00000258890	90799	CEP95	-0.094336392	0.178368562
ENSG00000258920	400236	FOXN3-AS1	-0.137365355	0.192962007
ENSG00000258947	10381	TUBB3	0.894094275	0.001986259
ENSG00000259070	283547	LINC00639	0.24109324	0.245767304
ENSG00000259120	100130933	SMIM6	0.126223183	0.533341785
ENSG00000259207	3690	ITGB3	0.343047931	0.105103034
ENSG00000259248	100130855	USP3-AS1	-0.193655212	0.123732953
ENSG00000259431	79178	THTPA	0.05364379	0.463057376
ENSG00000259494	26589	MRPL46	-0.146203533	0.156088289
ENSG00000259673	100506686	IQCH-AS1	-0.115604311	0.218043934
ENSG00000259706	7190	HSP90B2P	0.396966505	0.014187602
ENSG00000259823	646627	LYPD8	-0.147676305	0.639310239
ENSG00000259956	29890	RBM15B	-0.062575532	0.114057607
ENSG00000259974	140828	LINC00261	0.046216099	0.827587687
ENSG00000260027	3217	HOXB7	-0.08864733	0.480139728
ENSG00000260230	23732	FRRS1L	-0.247814046	0.348759029
ENSG00000260314	4360	MRC1	-0.014681061	0.968344364
ENSG00000260339	80072	HEXA-AS1	-0.19170087	0.138114512
ENSG00000260549	4500	MT1L	-0.152246958	0.448368794
ENSG00000260630	197187	SNAI3-AS1	0.366355559	0.026135448
ENSG00000260704	100132234	LINC00543	0.033449725	0.84890751
ENSG00000260852	283932	FBXL19-AS1	0.248909176	0.034190885
ENSG00000260916	9236	CCPG1	0.080531336	0.34559738
ENSG00000261115	100507421	TMEM178B	-0.224006719	0.456647094
ENSG00000261150	83481	EPPK1	0.030449921	0.869956573
ENSG00000261221	100507290	ZNF865	-0.081825099	0.475653715
ENSG00000261236	23246	BOP1	-0.053165725	0.679774212
ENSG00000261373	100128881	VPS9D1-AS1	-0.271903809	0.100970267
ENSG00000261455	100128822	LINC01003	0.178852741	0.169700341
ENSG00000261609	8139	GAN	-0.130136881	0.113800115
ENSG00000261652	145788	C15orf65	0.163099465	0.233215644
ENSG00000261713	146336	SSTR5-AS1	-0.103796796	0.637234923
ENSG00000261729	105371653	GS1-204I12.4	0.101712403	0.730246483
ENSG00000261801	100287616	LOXL1-AS1	0.124467766	0.417345103
ENSG00000261824	148189	LINC00662	-0.065099205	0.306778284
ENSG00000261934	56107	PCDHGA9	0.251733963	0.230604993
ENSG00000262246	79585	CORO7	0.003158653	0.975362344
ENSG00000262406	4321	MMP12	1.902697048	0.00000317
ENSG00000262655	10418	SPON1	-0.114693948	0.454451655
ENSG00000262814	6182	MRPL12	-0.261861329	0.317275239
ENSG00000263001	2969	GTF2I	-0.164098545	0.028927203
ENSG00000263002	10780	ZNF234	-0.154995591	0.030853941
ENSG00000263006	727758	ROCK1P1	0.212725275	0.331033471
ENSG00000263327	202020	TAPT1-AS1	-0.281960087	0.031401523
ENSG00000263465	10929	SRSF8	-0.121591795	0.024089538
ENSG00000263528	9641	IKBKE	0.281949592	0.012859789
ENSG00000263563	23666	UBBP4	0.436194777	0.06231762
ENSG00000263753	339290	LINC00667	-0.099547808	0.318413624
ENSG00000263874	100505576	LINC00672	0.092751225	0.584104218
ENSG00000263934	780851	SNORD3A	-0.635703863	0.020745178
ENSG00000264247	400657	LINC00909	0.071196468	0.237534361
ENSG00000264364	140735	DYNLL2	-0.120172037	0.103415473
ENSG00000264522	56957	OTUD7B	-0.10046234	0.368225908
ENSG00000265107	2702	GJA5	1.511305711	0.00000146
ENSG00000265241	9939	RBM8A	-0.071812779	0.107104668
ENSG00000265354	100287932	TIMM23	-0.07729333	0.250270299
ENSG00000265491	27246	RNF115	0.080642854	0.150786503
ENSG00000265681	6139	RPL17	0.290442059	0.063106874
ENSG00000265763	118738	ZNF488	-1.301934729	0.00000395
ENSG00000265787	284233	CYP4F35P	0.28904294	0.22271099
ENSG00000265808	9554	SEC22B	0.097143224	0.15450396
ENSG00000265933	400643	LINC00668	0.703212534	0.089771777
ENSG00000265972	10628	TXNIP	-0.039653381	0.74776362
ENSG00000265991	100616231	MIR4519	0.334652892	0.0000238
ENSG00000266010	100128893	GATA6-AS1	-0.216997605	0.328760017
ENSG00000266017	100616194	MIR4477B	0.116308436	0.674548265
ENSG00000266028	23380	SRGAP2	0.190751901	0.205856488
ENSG00000266094	83593	RASSF5	0.334196809	0.118462037
ENSG00000266173	92335	STRADA	-0.046426288	0.787014973
ENSG00000266200	5408	PNLIPRP2	-1.041035369	0.02497124
ENSG00000266338	284565	NBPF15	-0.060095736	0.4566467
ENSG00000266405	645158	CBX3P2	0.247375261	0.127001214
ENSG00000266412	8031	NCOA4	-0.132574269	0.13178558
ENSG00000266472	54460	MRPS21	0.136910331	0.113924529
ENSG00000266714	80022	MYO15B	0.106448416	0.510740986
ENSG00000267041	342892	ZNF850	-0.257849532	0.011933004
ENSG00000267080	339201	ASB16-AS1	-0.110099441	0.176952689
ENSG00000267206	158062	LCN6	0.516544901	0.118374275
ENSG00000267365	400617	KCNJ2-AS1	-0.020193979	0.909452704
ENSG00000267470	100507433	ZNF571-AS1	-0.447653185	0.028720584
ENSG00000267508	26974	ZNF285	-0.268454284	0.050906744
ENSG00000267532	100506755	MIR497HG	0.177893763	0.375852329
ENSG00000267534	9294	S1PR2	0.345865082	0.163908849
ENSG00000267645	246721	POLR2J2	0.26226747	0.257445929
ENSG00000267680	7767	ZNF224	-0.087111608	0.308275281
ENSG00000267795	440335	SMIM22	0.051210107	0.785897015
ENSG00000267796	55957	LIN37	0.169021819	0.338198437
ENSG00000267855	4701	NDUFA7	0.121837112	0.222681871
ENSG00000268006	100506033	PTOV1-AS1	0.028572116	0.818017859
ENSG00000268043	149013	NBPF12	-0.266024182	0.007107059
ENSG00000268061	100505681	NAPA-AS1	0.058339374	0.601178174
ENSG00000268104	11254	SLC6A14	3.697117783	0.00000000000306
ENSG00000268388	400550	FENDRR	0.093425998	0.63137677
ENSG00000268895	503538	A1BG-AS1	0.226060225	0.299914467
ENSG00000269028	100462981	MTRNR2L2	0.002459515	0.991545888
ENSG00000269113	388630	TRABD2B	0.038003967	0.865497685
ENSG00000269186	100506542	LINC01082	-0.398322417	0.041454534
ENSG00000269190	115290	FBXO17	0.006119354	0.975260029
ENSG00000269220	200298	LINC00528	0.468215215	0.140475015
ENSG00000269293	100129195	ZSCAN16-AS1	0.027588891	0.80743822
ENSG00000269313	79917	MAGIX	-0.068505695	0.699897686
ENSG00000269335	8517	IKBKG	0.196258512	0.010098526
ENSG00000269343	100293516	ZNF587B	-0.13521519	0.050633117
ENSG00000269386	100507567	RAB11B-AS1	0.134082815	0.212451528
ENSG00000269404	6689	SPIB	-0.327483978	0.215332079
ENSG00000269556	84548	TMEM185A	0.020035591	0.718285241
ENSG00000269713	400818	NBPF9	-0.138041744	0.174395556
ENSG00000269743	401612	SLC25A53	0.032761741	0.631884079
ENSG00000269821	10984	KCNQ1OT1	-0.220348607	0.223473529
ENSG00000269858	112398	EGLN2	0.004736779	0.971771406
ENSG00000269893	100093630	SNHG8	0.113229009	0.377962893
ENSG00000269900	6023	RMRP	-0.172748618	0.544815486
ENSG00000270362	100288198	HMGN3-AS1	-0.231061017	0.028680745
ENSG00000270629	25832	NBPF14	-0.022245557	0.862931579
ENSG00000270647	8148	TAF15	-0.004302368	0.933246169
ENSG00000270672	100463482	MTRNR2L6	-0.103960298	0.695905213
ENSG00000270885	91608	RASL10B	0.394634946	0.194563004
ENSG00000270959	339929	LPP-AS2	0.076573695	0.452128917
ENSG00000271270	100507032	TMCC1-AS1	-0.054813361	0.704553576
ENSG00000271425	100132406	NBPF10	-0.162776911	0.096597451
ENSG00000271447	79148	MMP28	-0.294596899	0.224215771
ENSG00000271503	6352	CCL5	0.15633221	0.379272387
ENSG00000271601	128077	LIX1L	0.031909259	0.828349566
ENSG00000271605	284021	MILR1	0.237669383	0.321624575
ENSG00000272031	284615	ANKRD34A	0.167560125	0.422586464
ENSG00000272047	404672	GTF2H5	-0.003402575	0.955371074
ENSG00000272143	283481	FGF14-AS2	-0.099728277	0.508100646
ENSG00000272325	11165	NUDT3	-0.15118442	0.010175793
ENSG00000272333	9757	KMT2B	-0.043236773	0.476484941
ENSG00000272391	100101267	POM121C	-0.091130436	0.05201497
ENSG00000272414	100631383	FAM47E-STBD1	-0.182289625	0.415412087
ENSG00000272602	152687	ZNF595	0.239952344	0.360190233
ENSG00000272620	84740	AFAP1-AS1	2.039894333	0.00145115
ENSG00000272636	8447	DOC2B	1.693414497	0.000000126
ENSG00000272674	57717	PCDHB16	-0.171307317	0.42481649
ENSG00000272886	55802	DCP1A	-0.020299543	0.660643672
ENSG00000273079	2904	GRIN2B	0.150164863	0.601911357
ENSG00000273311	25786	DGCR11	0.237265712	0.068009223
ENSG00000273344	202781	PAXIP1-AS1	-0.071452685	0.464381927
ENSG00000273559	54883	CWC25	-0.001991556	0.966294924
ENSG00000273611	9326	ZNHIT3	0.00199786	0.960502648
ENSG00000273749	23191	CYFIP1	0.018346838	0.832309249
ENSG00000273777	125931	CEACAM20	-3.545949683	0.0000000000000756
ENSG00000273820	389856	USP27X	-0.189919847	0.014080322
ENSG00000273841	6880	TAF9	-0.028388719	0.536215813
ENSG00000273899	79159	NOL12	-0.032903362	0.620984082
ENSG00000274012	378706	RN7SL2	0.367205818	0.016372829
ENSG00000274026	100131997	FAM27E3	-0.386726737	0.017926638
ENSG00000274211	30837	SOCS7	-0.124198923	0.162858261
ENSG00000274349	26149	ZNF658	-0.167533445	0.084983203
ENSG00000274602	728233	PI4KAP1	0.255100878	0.395820307
ENSG00000274736	6368	CCL23	0.666958825	0.148614453
ENSG00000275004	140883	ZNF280B	-0.225595788	0.09696487
ENSG00000275023	4302	MLLT6	-0.103778694	0.089868403
ENSG00000275066	11276	SYNRG	-0.069514842	0.305699168
ENSG00000275074	79873	NUDT18	0.116978884	0.200852165
ENSG00000275111	7549	ZNF2	-0.164848998	0.007322329
ENSG00000275183	94059	LENG9	0.125748536	0.374056453
ENSG00000275302	6351	CCL4	2.071890509	0.0000000263
ENSG00000275385	6362	CCL18	1.444741322	0.000675405
ENSG00000275395	8857	FCGBP	0.082913749	0.705919715
ENSG00000275410	6928	HNF1B	-0.189150413	0.243070561
ENSG00000275700	26574	AATF	-0.053823418	0.238061186
ENSG00000275718	6359	CCL15	0.080778661	0.669632597
ENSG00000275832	57636	ARHGAP23	0.491640624	0.023648693
ENSG00000275835	114791	TUBGCP5	-0.090561629	0.178346013
ENSG00000275954	84218	TBC1D3F	0.149424061	0.398988401
ENSG00000276023	11072	DUSP14	0.595885444	0.002408065
ENSG00000276043	29128	UHRF1	0.276687739	0.112111224
ENSG00000276045	84876	ORAI1	0.057683001	0.579558732
ENSG00000276070	9560	CCL4L2	1.706506234	0.000328683
ENSG00000276168	6029	RN7SL1	0.38154077	0.026596041
ENSG00000276175	11026	LILRA3	4.264128836	0.0000000000000455
ENSG00000276231	146850	PIK3R6	0.314875776	0.080685618
ENSG00000276234	6871	TADA2A	-0.141378503	0.005697772
ENSG00000276293	8396	PIP4K2B	-0.083045234	0.241431899
ENSG00000276365	406937	MIR145	0.172768323	0.496095412
ENSG00000276409	6358	CCL14	-0.203660235	0.303141445
ENSG00000276550	400322	HERC2P2	0.030836443	0.883137221
ENSG00000276644	1602	DACH1	-0.00582915	0.969024559
ENSG00000277053	2970	GTF2IP1	0.085027598	0.72404798
ENSG00000277149	441250	TYW1B	-0.447174608	0.061663738
ENSG00000277161	284098	PIGW	-0.097088079	0.312412962
ENSG00000277203	8263	F8A1	0.033731984	0.826228376
ENSG00000277209	85495	RPPH1	0.255031463	0.32975981
ENSG00000277258	7703	PCGF2	-0.046490824	0.677649814
ENSG00000277363	80725	SRCIN1	-0.287361167	0.05019754
ENSG00000277443	4082	MARCKS	-0.103968757	0.336476813
ENSG00000277462	93474	ZNF670	-0.162614191	0.045362055
ENSG00000277481	342372	PKD1L3	0.604680787	0.043582904
ENSG00000277494	338328	GPIHBP1	-0.089992784	0.753864437
ENSG00000277586	4747	NEFL	-0.147441229	0.645486767
ENSG00000277632	6348	CCL3	2.292554378	0.000000163
ENSG00000277656	2952	GSTT1	-0.20921217	0.642704703
ENSG00000277791	5691	PSMB3	0.104583737	0.157889451
ENSG00000277864	677778	SCARNA15	-0.139010615	0.517450219
ENSG00000277972	284106	CISD3	-0.168753329	0.19519316
ENSG00000278023	201299	RDM1	0.025427825	0.871970479
ENSG00000278053	11056	DDX52	-0.054697857	0.355342358
ENSG00000278195	6753	SSTR3	0.522640027	0.124350637
ENSG00000278224	29964	PRICKLE4	0.041854017	0.66110665
ENSG00000278259	80179	MYO19	0.010204183	0.903850972
ENSG00000278311	79893	GGNBP2	-0.057920815	0.255712921
ENSG00000278318	7772	ZNF229	-0.350974059	0.053534191
ENSG00000278505	284099	C17orf78	-4.61038207	0.0000000000000000483
ENSG00000278535	79154	DHRS11	-0.305955801	0.162781878
ENSG00000278540	31	ACACA	0.117021975	0.22369019
ENSG00000278619	79922	MRM1	-0.187474592	0.047387331
ENSG00000278845	84311	MRPL45	-0.09601231	0.086626149
ENSG00000279170	100130890	TSTD3	-0.116490745	0.196815464
ENSG00000280165	64881	PCDH20	0.274787243	0.377741891
ENSG00000280789	79447	PAGR1	-0.043847099	0.585794214
ENSG00000282458	375690	WASH5P	-0.028804835	0.916356319
ENSG00000282608	140	ADORA3	-0.300290408	0.122949832
ENSG00000283597	283777	FAM169B	0.819386316	0.045114845
ENSG00000283632	90332	EXOC3L2	0.247911646	0.260627731
ENSG00000283733	406938	MIR146A	0.801588539	0.004358243
ENSG00000283792	100616193	MIR4453	-0.01045644	0.917294464
ENSG00000283795	100616345	MIR4426	-0.006402416	0.977786311
ENSG00000283797	407024	MIR29B1	0.41411445	0.075228455
ENSG00000283829	100616259	MIR378I	-0.237382425	0.604093482
ENSG00000283881	100500849	MIR3916	0.084131378	0.610052045
ENSG00000283926	406967	MIR192	-0.038560145	0.881630002
ENSG00000284134	693153	MIR568	-0.011943594	0.941856819
ENSG00000284147	100500907	MIR3150B	0.590281747	0.086656773
ENSG00000284155	406970	MIR194-2	0.364183534	0.051728877
ENSG00000284186	100500847	MIR3615	-0.662173719	0.074388291
ENSG00000284194	9997	SCO2	0.067972506	0.598851289
ENSG00000284308	388963	C2orf81	0.097668205	0.503289855
ENSG00000284346	100126328	MIR940	-0.044894623	0.761657039
ENSG00000284353	406934	MIR142	0.614466348	0.093285256
ENSG00000284387	407013	MIR24-2	0.472959421	0.035922818
ENSG00000284567	407008	MIR223	1.380299163	0.000148164
ENSG00000284770	6905	TBCE	-0.056298732	0.327411194
ENSG00000284906	89839	ARHGAP11B	0.120546928	0.290357484
ENSG00000284971	4583	MUC2	-0.088345525	0.679578248
ENSG00000285294	643650	LINC00842	-0.242898991	0.361077979
ENSG00000285447	169834	ZNF883	0.084627965	0.686338865
ENSG00000286169	57491	AHRR	-0.192663407	0.332373366
ENSG00000287151	29798	C2orf27A	0.348698987	0.144504611
NA	62	ACTBP2	0.533312456	0.007431362
NA	67	ACTBP7	0.270650912	0.086721015
NA	69	ACTBP9	0.80880602	0.000252633
NA	206	AK4P1	-0.073418507	0.688775193
NA	303	ANXA2P1	0.81616676	0.001591757
NA	304	ANXA2P2	0.419980815	0.002786549
NA	454	ASS1P9	1.138099936	0.0000279
NA	484	ATP1B3P1	0.188003062	0.397688667
NA	541	ALDH7A1P1	0.350681753	0.01550706
NA	600	BAK1P1	0.374002681	0.027964518
NA	806	CALM2P2	0.237419704	0.170273451
NA	807	CALM2P3	0.346249947	0.141459428
NA	938	CD24P4	0.237212819	0.387024795
NA	2497	FTH1P2	0.186172228	0.507487184
NA	2498	FTH1P3	0.391117551	0.232644993
NA	2499	FTH1P4	0.37574407	0.11389767
NA	2500	FTH1P7	0.052495316	0.737465621
NA	2501	FTH1P8	0.11809683	0.501067807
